DateTime,AddedIPs,RemovedIPs
1495287907,0,1
1495320306,0,1
1495349116,0,1
1495453524,0,1
1495539904,1,0
1495646106,0,1
1495806308,0,1
1495980904,1,0
1496078104,0,1
1496160908,0,2
1496250908,0,1
1496256329,0,1
1496315706,0,1
1496427305,0,43
1496429106,43,0
1496436304,0,43
1496437205,42,0
1496449863,0,42
1496451845,42,0
1496513747,0,2
1496517310,1,0
1496519107,0,1
1496520905,1,0
1496524505,0,1
1496544304,0,1
1496549707,1,0
1496564105,1,0
1496565905,0,1
1496576708,0,2
1496585710,0,2
1496607318,1,0
1496632515,1,0
1496641508,1,0
1496663139,0,1
1496688306,1,0
1496691905,0,1
1496693708,0,1
1496708106,1,0
1496709911,0,1
1496726118,0,1
1496742306,1,0
1496744111,1,0
1496747706,1,0
1496772905,0,1
1496778304,1,0
1496792706,0,1
1496801706,1,0
1496805330,1,0
1496819707,2,0
1496821531,0,1
1496832306,2,0
1496846703,1,0
1496859330,1,0
1496862906,1,0
1496922310,1,0
1497005104,0,1
1497012304,1,0
1497032106,1,0
1497044705,0,1
1497050130,0,1
1497062706,1,0
1497102306,1,0
1497109508,1,0
1497120309,0,1
1497134706,1,0
1497150906,1,0
1497204909,0,1
1497206707,0,1
1497249909,0,1
1497269707,0,1
1497293106,0,1
1497309307,1,0
1497321931,0,1
1497339906,0,1
1497366936,1,0
1497440708,1,0
1497467710,1,1
1497494707,1,0
1497498305,1,0
1497518137,1,0
1497539720,1,0
1497633306,1,0
1497635108,1,0
1497660318,1,0
1497678308,1,1
1497791711,1,1
1497824107,0,1
1497838514,1,0
1497921307,1,0
1497932135,1,0
1497959110,1,0
1497999608,1,0
1498005008,0,1
1498024859,1,0
1498131903,0,1
1498223703,1,0
1498329038,1,0
1498383941,1,0
1498448702,1,0
1498455903,1,0
1498481103,1,0
1498572907,0,1
1499109303,0,2
1499112903,0,1
1499140802,0,1
1499156103,0,1
1499199303,0,1
1499224503,0,1
1499233502,0,1
1499266803,0,1
1499299203,0,1
1499337002,0,1
1499340603,0,1
1499349602,0,1
1499369403,0,1
1499394603,0,1
1499396403,0,1
1499410802,0,1
1499412603,0,1
1499424303,0,2
1499438703,0,1
1499451303,0,1
1499454903,0,1
1499463903,1,0
1499498106,1,0
1499499904,1,0
1499507106,1,0
1499508906,1,0
1499514303,0,1
1499555704,1,0
1499559307,1,0
1499588104,1,0
1499615103,1,0
1499624106,0,1
1499634906,1,0
1499642104,1,0
1499654703,0,1
1499660106,1,0
1499702406,0,1
1499709604,1,0
1499713205,0,1
1499718606,1,0
1499725804,0,1
1499734803,1,0
1499743803,0,1
1499747406,1,0
1499765405,2,0
1499769005,1,0
1499771704,1,0
1499786107,1,0
1499807704,2,0
1499822103,1,0
1499840110,1,0
1499901308,0,1
1499937305,1,0
1499958905,0,1
1500024607,1,0
1500033605,0,1
1500058804,0,1
1500086707,0,1
1500090303,0,1
1500110105,0,1
1500131705,0,1
1500198306,1,0
1500225305,0,1
1500242404,0,1
1500258605,1,0
1500264005,0,1
1500265807,0,1
1500271206,0,1
1500283806,0,1
1500492607,1,0
1500507013,0,1
1500512404,0,1
1500523205,0,1
1500543004,1,0
1500550206,0,1
1500588007,0,1
1500591603,0,2
1500640205,1,0
1500713106,3,0
1500736505,0,1
1500815705,0,1
1500873306,1,0
1500921907,0,1
1500975909,0,1
1500984906,1,0
1501004704,1,0
1501040706,0,1
1501047905,0,1
1501073109,0,1
1501366508,0,0
1501661708,1,0
1501670707,1,0
1501676106,1,0
1501690507,1,0
1501697706,1,0
1501706707,1,0
1501712107,1,0
1501713907,2,0
1501721110,1,0
1501744513,1,0
1501760753,1,0
1501769719,1,0
1501773311,2,0
1501778706,1,0
1501785907,1,0
1501796707,1,0
1501800308,2,0
1501802108,1,0
1501820108,1,0
1501825510,1,0
1501843506,1,0
1501852508,1,0
1501854307,2,0
1501877707,1,0
1501886706,1,0
1501924506,1,0
1501926304,2,0
1501969506,1,0
1501971306,1,0
1501989307,1,0
1501991105,1,0
1501994706,1,0
1501998306,1,0
1502016307,1,0
1502019908,1,0
1502055904,0,1
1502093708,1,0
1502095508,0,1
1502104505,1,0
1502109909,1,0
1502113508,1,0
1502131507,1,0
1502136010,1,0
1502145006,1,0
1502146806,0,1
1502150406,0,1
1502180110,1,1
1502181906,1,0
1502187306,1,0
1502190908,1,0
1502199908,0,1
1502212509,0,1
1502217906,2,0
1502219706,2,0
1502226907,1,0
1502237707,1,0
1502279111,1,0
1502298909,3,0
1502311516,0,1
1502316909,1,0
1502322307,1,0
1502325905,0,1
1502338509,0,1
1502358309,0,1
1502360110,3,0
1502361909,0,2
1502367307,1,0
1502369107,1,0
1502370910,2,0
1502376307,1,1
1502378111,1,1
1502400607,1,1
1502402408,0,2
1502414114,0,1
1502415906,1,0
1502428507,0,1
1502430309,1,0
1502432108,1,1
1502444709,1,0
1502453708,1,0
1502457309,1,0
1502493308,1,0
1502514907,1,0
1502522107,1,0
1502523921,1,0
1502525708,1,0
1502536513,1,0
1502586909,1,0
1502617506,0,1
1502711109,0,1
1502730908,1,0
1502741710,0,1
1502790307,0,1
1502811910,1,0
1502838908,1,0
1502849721,0,1
1502867708,1,0
1503105309,0,1
1503233110,0,1
1503269110,0,3
1503290708,1,0
1503294308,1,0
1503310509,1,0
1503314109,2,0
1503334808,1,0
1503393309,1,0
1503404625,0,107
1503405910,107,0
1503410410,1,0
1505467804,54,94
1505630707,8,2
1505656805,1,0
1505664907,1,0
1505710807,4,0
1505712606,1,0
1505716206,2,0
1505718907,1,0
1505720708,1,0
1505735108,1,0
1505738704,0,1
1505752206,1,0
1505772006,1,0
1505797207,1,0
1505804406,1,0
1505850308,1,0
1505882706,0,1
1505886307,0,1
1505893507,1,0
1505899807,1,0
1505901605,0,1
1505903407,1,0
1505906106,0,2
1505913307,1,0
1505926806,0,2
1505936706,1,0
1505938506,2,0
1505944806,1,0
1505946608,2,0
1505961905,1,0
1505965506,1,0
1505979007,1,0
1505983507,1,0
1505984408,0,1
1506000608,1,0
1506002406,0,1
1506007807,1,3
1506019507,0,1
1506026707,0,2
1506027606,1,0
1506029407,2,0
1506057306,0,1
1506065407,0,1
1506069906,0,1
1506084307,1,0
1506087007,0,1
1506093307,1,0
1506101406,0,1
1506105907,0,1
1506111307,0,1
1506153608,1,0
1506156308,2,0
1506183307,1,0
1506188707,3,1
1506193206,0,1
1506198607,2,0
1506202207,0,1
1506212108,0,1
1506222006,0,1
1506237308,1,0
1506242708,1,0
1506267009,0,1
1506318305,1,0
1506352508,1,0
1506354308,1,0
1506356108,1,0
1506357908,1,0
1506364207,0,1
1506423609,3,0
1506438007,0,1
1506511807,1,0
1506515407,1,0
1506531608,1,0
1506537908,1,0
1506539706,1,0
1506554106,1,0
1506566708,1,0
1506578409,0,1
1506594608,1,0
1506600908,2,0
1506607208,1,0
1506617107,1,0
1506663907,0,1
1506672008,2,0
1506675607,0,1
1506677410,1,2
1506679208,0,1
1506681012,0,1
1506683709,1,0
1506686407,2,0
1506690908,0,3
1506701707,0,1
1506703506,0,1
1506706206,0,1
1506716107,0,1
1506735908,0,1
1506781808,1,0
1506802510,0,1
1506804307,1,0
1506840307,1,0
1506843907,1,0
1506850211,1,0
1506862808,0,1
1506929408,1,0
1506933909,2,0
1506975307,1,0
1506977107,1,0
1507074304,0,1
1507086903,0,1
1507109407,2,0
1507126508,1,0
1507157107,0,1
1507178708,1,0
1507198507,1,0
1507200307,3,0
1507216513,4,0
1507224609,1,0
1507233608,0,2
1507267808,1,0
1507271408,0,1
1507275908,1,0
1507297508,4,0
1507302907,1,0
1507303809,0,1
1507315506,1,0
1507329909,1,0
1507339808,1,0
1507345208,0,1
1507346109,1,0
1507356909,0,1
1507363208,1,0
1507373108,0,1
1507375809,1,0
1507376706,1,0
1507378509,2,0
1507380308,1,0
1507381209,2,0
1507383007,2,0
1507387508,4,1
1507395608,0,2
1507402808,1,0
1507415406,1,0
1507449607,0,1
1507491910,0,1
1507520709,1,0
1507534208,2,0
1507536008,2,0
1507551308,1,0
1507556709,1,0
1507797009,0,2
1507875308,0,2
1507887009,2,0
1507896005,0,1
1508054407,2,0
1508091307,0,4
1508147108,0,1
1508155208,1,0
1508210106,0,1
1508248807,2,1
1508253306,0,1
1508255106,1,0
1508260506,0,1
1508304613,0,1
1508308205,0,2
1508326206,0,1
1508332507,1,0
1508343305,0,1
1508357705,0,1
1508359507,2,0
1508364007,0,1
1508388306,0,1
1508396405,0,1
1508425206,2,0
1508442309,0,1
1508473807,1,0
1508485505,0,1
1508497207,2,0
1508500807,1,0
1508507105,0,1
1508508906,1,0
1508515206,0,1
1508528707,0,2
1508538609,0,1
1508554806,0,2
1508556606,0,1
1508574609,3,0
1508578207,1,0
1508580008,0,1
1508587207,1,0
1508598906,0,1
1508600706,0,1
1508620504,0,1
1508622305,0,1
1508675407,0,1
1508719505,0,1
1508724006,1,0
1508737506,0,1
1508747405,0,1
1508748307,1,0
